project_slug,project_name,symbol,category,market_cap_usd,price_usd,ico_price_usd,ico_roi,total_invested,invest_mcap_ratio,first_valuation,last_valuation,funds_count,top_funds
xdce-crowd-sale,XDC Network,XDC,Finance,892485073.01,0.04818,,,50000000.0,0.056023345949495526,500000000,500000000,1,"LDA Capital ($50,000,000)"
sei-network,Sei,SEI,Blockchain,820456000,0.129,0.08,1.61x,85000000.0,0.1036009243640122,30800000,500000000,12,"Foresight Ventures ($28,333,333); Bitget ($25,000,000); Flow Traders ($4,583,333); Multicoin Capital ($4,583,333); Distributed Global ($3,333,333)"
render-token,Render,RENDER,Artificial Intelligence (AI),803806155.05,1.551,0.25,6.20x,30000000.0,0.03732243129953873,300000000,300000000,5,"Multicoin Capital ($6,000,000); Sfermion ($6,000,000); Alameda Research ($6,000,000); Solana Ventures ($6,000,000); Vinny Lingham ($6,000,000)"
pudgy-penguins,Pudgy Penguins,PENGU,Meme,713465495.62,0.011333,,,20000000.0,0.028032189535136583,90000000,110000000,9,"1kx ($4,000,000); Fenbushi Capital ($2,200,000); Everest Ventures ($2,200,000); Founders Fund ($2,200,000); Selini Capital ($2,200,000)"
beldex,Beldex,BDX,Privacy Coin,676117501.22,0.09034,,,28000000.0,0.041412920016825824,250000000,30000000,2,"DWF Labs ($25,000,000); Enflux ($3,000,000)"
story,Story,IP,Blockchain,644405959.4,1.912,,,216300000.0,0.33565797591536056,293000000,820000000,21,"Heritage Distilling ($82,000,000); Andreessen Horowitz (a16z) ($31,891,667); Polychain Capital ($26,666,667); Adrian Cheng ($26,666,667); dao5 ($5,225,000)"
morpho,Morpho,MORPHO,Lending Platform,616690234.37,1.142,,,67999999.99999997,0.11026605613346153,180000000,500000000,25,"Semantic Ventures ($4,414,141); Cherry Ventures ($4,414,141); Andreessen Horowitz (a16z) ($4,414,141); Variant ($4,414,141); Coinbase Ventures ($2,777,778)"
optimism,Optimism,OP,Layer-2,613166773.55,0.3155,,,240000000.0,0.3914106412036847,1650000000,900000000,2,"Andreessen Horowitz (a16z) ($165,000,000); Paradigm ($75,000,000)"
myx-finance,MYX Finance,MYX,Perpetual,591383713.04,3.103,,,10000000.0,0.016909495103602255,50000000,50000000,16,"HashKey Capital ($1,416,667); D11 Labs ($1,000,000); Metalpha ($1,000,000); FL Foundation ($1,000,000); Woyong ($1,000,000)"
curve-dao-token,Curve DAO,CRV,DEX,566785162.9,0.398,3.5,0.11x,7000000.0,0.012350358580637433,1212000000,1212000000,2,"YZi Labs (prev Binance Labs) ($5,000,000); Tron ($2,000,000)"
artificial-superintelligence-alliance,Artificial Superintelligence Alliance ,FET,Infrastructure,565291795.28,0.2456,0.0867,2.83x,50000000.0,0.08844989511166358,250000000,100000000,2,"DWF Labs ($40,000,000); Bitget ($10,000,000)"
immutable-x,Immutable,IMX,Layer-2,550746493.34,0.277,0.15,1.85x,200000000.00000006,0.36314348328774787,2000000000,2000000000,13,"Arrington Capital ($15,384,615); Alameda Research ($15,384,615); Liberty Global ($15,384,615); Mirae Asset ($15,384,615); Tencent ($15,384,615)"
lido-dao,Lido DAO,LDO,DeFi,535962201.92,0.6003,0.73146,0.82x,70000000.0,0.1306062251204209,700000000,700000000,1,"Andreessen Horowitz (a16z) ($70,000,000)"
injective-protocol,Injective,INJ,Blockchain,534844504.44,5.35,0.4,13.37x,40000000.0,0.07478809199298277,400000000,400000000,2,"BH Digital ($20,000,000); Jump Crypto ($20,000,000)"
starknet,StarkNet,STRK,Blockchain,507034807.52,0.1057,1.9,0.06x,109499999.99999999,0.21596150476450426,8000000000,95000000,4,"Tiger Global Management ($33,333,333); Greenoaks Capital ($33,333,333); Coatue Management ($33,333,333); Alameda Research ($9,500,000)"
celestia,Celestia,TIA,Modular Blockchain,493960405.46,0.58,0.2999,1.93x,155000000.0,0.31379033276089496,300000000,1000000000,17,"Placeholder ($24,230,769); 1kx ($20,000,000); Robot Ventures ($20,000,000); Bain Capital Crypto ($20,000,000); Syncracy Capital ($20,000,000)"
ether-fi,ether.fi,ETHFI,Liquid Staking Protocols,488877152.94,0.804,,,32300000.000000015,0.06606976784608341,53000000,270000000,27,"North Island Ventures ($1,931,056); Arrington Capital ($1,931,056); Node Capital ($1,931,056); Stani Kulechov ($1,173,913); 4RC ($1,173,913)"
the-graph,The Graph,GRT,Big Data,445526986.17,0.04189,0.03,1.40x,254999999.99999994,0.5723559019221777,500000000,2050000000,10,"Reciprocal Ventures ($44,166,667); Digital Currency Group (DCG) ($34,166,667); Multicoin Capital ($34,166,667); HashKey Capital ($34,166,667); NGC Ventures ($34,166,667)"
floki-inu,Floki Inu,FLOKI,Meme,443089051.41,4.65e-05,4.599e-05,1.01x,6250000.0,0.014105516667837359,50000000,12500000,1,"DWF Labs ($6,250,000)"
double-zero-crypto-coin,DoubleZero,2Z,Infrastructure,422818651.5,0.12195,,,28000000.000000004,0.06622224421904435,400000000,400000000,9,"Multicoin Capital ($3,111,111); Dragonfly Capital ($3,111,111); Borderless Capital ($3,111,111); Reciprocal Ventures ($3,111,111); Foundation Capital ($3,111,111)"
conflux-token,Conflux,CFX,Blockchain,386990143.48,0.0752,0.099933,0.75x,28000000.0,0.07235326395708852,100000000,180000000,1,"DWF Labs ($28,000,000)"
folks-finance,Folks,FOLKS,Lending Platform,370769964.12,30.24,,,6200000.000000001,0.016721958626598366,30000000,75000000,16,"Borderless Capital ($1,030,769); Mapleblock Capital ($800,000); Algorand Foundation ($800,000); SOVO ($800,000); Coinbase Ventures ($230,769)"
theta-token,Theta Network,THETA,Blockchain,355600000,0.3556,0.12,2.96x,1000000.0,0.00281214848143982,10000000,10000000,1,"DWF Labs ($1,000,000)"
the-sandbox,The Sandbox,SAND,NFT,347044804.73,0.1328,0.008333,15.94x,20000000.0,0.05762944647899267,1000000000,1000000000,4,"Animoca Brands ($5,000,000); Kingsway Capital ($5,000,000); LG Technology Ventures ($5,000,000); True Global Ventures (TGV) ($5,000,000)"
sonic-labs,Sonic Labs (prev. Fantom),S,Blockchain,344830927.24,0.0913,,,19999999.999999996,0.05799943804367678,100000000,100000000,12,"Galaxy ($10,000,000); Hashed ($909,091); Signum Capital ($909,091); Stani Kulechov ($909,091); Fernando Martinelli ($909,091)"
helium,Helium,HNT,Social,338546053.38,1.819,,,200000000.00000003,0.5907615758719557,2000000000,2000000000,15,"Goodyear Ventures ($13,333,333); Corner Ventures ($13,333,333); Andreessen Horowitz (a16z) ($13,333,333); Pantera Capital ($13,333,333); Multicoin Capital ($13,333,333)"
syrup,Syrup,SYRUP,Lending Platform,310292805.93,0.2733,,,5000000.0,0.016113812194305164,50000000,50000000,8,"Strobe (Prev. BlockTower Capital) ($625,000); Framework Ventures ($625,000); The Spartan Group ($625,000); Maven 11 Capital ($625,000); GSR Ventures ($625,000)"
layerzero,LayerZero,ZRO,Blockchain Service,307793493.72,1.517,,,310000000.00000006,1.0071687879211875,1000000000,550000000,33,"Andreessen Horowitz (a16z) ($76,964,286); Sequoia Capital ($21,964,286); OKX Ventures ($17,142,857); Samsung NEXT ($17,142,857); Circle Ventures ($17,142,857)"
xpl,Plasma,XPL,Blockchain,280080000,0.1562,0.05,3.12x,23999999.999999993,0.08568980291345327,35000000,205000000,17,"Paolo Ardoino ($2,076,923); Bitfinex ($2,076,923); Zaheer ($2,076,923); 6MV (6th Man Ventures) ($1,576,923); Bybit ($1,576,923)"
stable-2,Stable,STABLE,Blockchain,268048000,0.01531,,,27999999.999999993,0.1044589028830657,280000000,280000000,17,"Nascent ($1,647,059); Susquehanna International Group (SIG) ($1,647,059); Bybit ($1,647,059); Hack VC ($1,647,059); Blue Pool Capital ($1,647,059)"
falcon-stable,Falcon Finance,FF,DEX,267930000,0.11463,0.045,2.55x,20000000.0,0.07464636285596984,100000000,100000000,3,"World Liberty Financial ($10,000,000); Cypher Capital Group ($5,000,000); M2 ($5,000,000)"
zksync,ZKsync,ZK,Layer-2,265086951.4,0.03091,,,400000000.0000001,1.5089388515258322,2000000000,1250000000,8,"BitDAO ($200,000,000); Andreessen Horowitz (a16z) ($28,571,429); Variant ($28,571,429); Dragonfly Capital ($28,571,429); Blockchain Capital ($28,571,429)"
zebec-network,Zebec Network,ZBCN,Infrastructure,258365336.44,0.0027006,,,15000000.0,0.058057323813960775,1350000000,1350000000,10,"Coinbase Ventures ($1,500,000); Distributed Global ($1,500,000); Solana Ventures ($1,500,000); Lightspeed Venture Partners ($1,500,000); GoldenTree Asset Management ($1,500,000)"
marcopolo,MAP Protocol,MAP,Polkadot Ecosystem,256476417.8,0.0434,,,1000000.0,0.0038989939448538257,10000000,10000000,1,"Gryps ($1,000,000)"
fantom,Fantom,FTM,Blockchain,255242915.43,0.09104,0.04306,2.11x,9999999.999999998,0.03917836459105359,100000000,100000000,11,"UOB Venture Management ($909,091); Tarun Chitra ($909,091); Aave Ventures ($909,091); Hashed ($909,091); Signum Capital ($909,091)"
monad,Monad,MON,Blockchain,253327345.63,0.02339,,,244000000.0,0.9631806601580899,190000000,2250000000,11,"Paradigm ($75,000,000); Electric Capital ($75,000,000); Greenoaks Capital ($75,000,000); Dragonfly Capital ($2,375,000); Lemniscap ($2,375,000)"
walrus-protocol,Walrus,WAL,Storage,235053875,0.1524,,,140000000.0,0.5956081345180971,1400000000,1400000000,10,"Andreessen Horowitz (a16z) ($14,000,000); Electric Capital ($14,000,000); Standard Crypto ($14,000,000); Franklin Templeton ($14,000,000); Lvna Capital ($14,000,000)"
zora-crypto,Zora,ZORA,Layer-2,218091299.9,0.04879,,,50000000.0,0.22926178175344994,500000000,500000000,3,"Coinbase Ventures ($16,666,667); Kindred Ventures ($16,666,667); Haun Ventures ($16,666,667)"
eigenlayer,EigenCloud (prev. EigenLayer),EIGEN,Liquid Staking Protocols,217800525.37,0.446,,,234400000.0,1.0762141165720367,144000000,700000000,9,"Andreessen Horowitz (a16z) ($170,000,000); Blockchain Capital ($13,133,333); Polychain Capital ($8,333,333); Electric Capital ($8,333,333); Coinbase Ventures ($8,333,333)"
agora-2,AUSD,AUSD,Stablecoin,216370270.26,0.9996,,,62000000.0,0.28654583610538586,120000000,500000000,4,"Dragonfly Capital ($29,000,000); Paradigm ($25,000,000); Robot Ventures ($4,000,000); General Catalyst ($4,000,000)"
soon,SOON,SOON,Blockchain Service,207600000,0.4144,,,26999999.999999996,0.13005780346820808,220000000,50000000,15,"Hypersphere Ventures ($2,444,444); SNZ Holding ($2,444,444); ArkStream Capital ($2,444,444); PAKA ($2,444,444); MH Ventures ($2,444,444)"
wormhole,Wormhole,W,Blockchain Service,196357462.96,0.0386,,,225000000.0,1.14586935789568,2500000000,2500000000,8,"Coinbase Ventures ($28,125,000); ParaFi Capital ($28,125,000); Borderless Capital ($28,125,000); Dialectic Capital ($28,125,000); Multicoin Capital ($28,125,000)"
0g,0G,0G,Infrastructure,192668840,0.905,,,75000000.00000001,0.389268965339699,350000000,400000000,16,"Animoca Brands ($8,076,923); Delphi Digital (Delphi Labs) ($8,076,923); OKX Ventures ($8,076,923); Hack VC ($8,076,923); Alliance ($5,000,000)"
aethir,Aethir,ATH,DePIN,184309592.78,0.01171,,,9000000.0,0.048830882127458196,150000000,150000000,11,"Animoca Brands ($818,182); HashKey Capital ($818,182); Momentum 6 ($818,182); Tess Ventures ($818,182); Sanctor Capital ($818,182)"
lombard,Lombard,BARD,DeFi,175702500,0.7786,0.45,1.73x,17000000.0,0.09675445710789544,160000000,10000000,11,"Polychain Capital ($1,600,000); Foresight Ventures ($1,600,000); Mirana Ventures ($1,600,000); Franklin Templeton ($1,600,000); OKX Ventures ($1,600,000)"
livepeer,Livepeer,LPT,Infrastructure,173293822.31,3.639,0.5,7.28x,20000000.0,0.1154109230981276,200000000,200000000,5,"Alan Howard ($4,000,000); Digital Currency Group (DCG) ($4,000,000); Tiger Global Management ($4,000,000); Northzone ($4,000,000); Warburg Serres Investments ($4,000,000)"
axie-infinity,Axie Infinity,AXS,Gaming,167778882.14,1.008,0.1,10.08x,150000000.0,0.894033850308022,1500000000,1500000000,6,"Dialectic Capital ($25,000,000); Paradigm ($25,000,000); Andreessen Horowitz (a16z) ($25,000,000); YZi Labs (prev Binance Labs) ($25,000,000); Animoca Brands ($25,000,000)"
jito-network,Jito,JTO,Liquid Staking Protocols,162399956.9,0.3944,,,64200000.0,0.3953203019600062,21000000,500000000,8,"Andreessen Horowitz (a16z) ($50,000,000); Alameda Research ($3,828,571); Multicoin Capital ($1,728,571); Framework Ventures ($1,728,571); Delphi Digital (Delphi Labs) ($1,728,571)"
synthetix,Synthetix,SNX,DeFi,159574404.42,0.465,0.67,0.69x,20000000.0,0.12533338333734262,200000000,200000000,1,"DWF Labs ($20,000,000)"
beam,Beam,BEAM,Gaming,156856699.22,0.003169,,,250000.0,0.0015938114294331892,2500000,2500000,1,"DWF Labs ($250,000)"
sosovalue,SoSoValue,SOSO,Blockchain Service,155023302.18,0.5642,,,19150000.0,0.12352981603865354,41500000,200000000,8,"HongShan (ex-Sequoia China) ($4,580,000); Mirana Ventures ($3,750,000); SafePal ($3,750,000); SmallSpark ($3,750,000); GSR Ventures ($830,000)"
meta-2-2,MetaDAO,META,Solana Ecosystem,154112905.55,6.96,,,12100000.0,0.07851386590121945,22000000,59000000,3,"Paradigm ($8,100,000); Variant ($2,500,000); 6MV (6th Man Ventures) ($1,500,000)"
kite-2,Kite,KITE,Blockchain,148986000,0.0826,,,18000000.0,0.12081672103419114,180000000,180000000,5,"General Catalyst ($3,600,000); Samsung NEXT ($3,600,000); PayPal Ventures ($3,600,000); Alumni Ventures ($3,600,000); 8VC ($3,600,000)"
axelar,Axelar,AXL,Infrastructure,147823922.52,0.1353,1,0.14x,64999999.99999999,0.4397123205224496,1000000000,300000000,12,"Scytale ($7,000,000); 0xMaki ($7,000,000); Morningstar Ventures ($7,000,000); Crypto.com ($7,000,000); Zero Knowledge Validation ($7,000,000)"
kaito,Kaito,KAITO,Artificial Intelligence (AI),147536888.96,0.6111,,,10800000.0,0.07320203154702605,53000000,55000000,12,"The Spartan Group ($2,750,000); Superscrypt ($2,750,000); Jane Street Capital ($530,000); Sequoia Capital ($530,000); Caladan (Alphalab) ($530,000)"
tokenize-xchange,Tokenize Xchange,TKX,CEX,146392675.9,1.83,,,11500000.0,0.07855584256042689,115000000,115000000,1,"Trive ($11,500,000)"
grass,Grass,GRASS,Artificial Intelligence (AI),142687027.17,0.3283,,,13500000.0,0.09461266569045446,35000000,100000000,5,"Polychain Capital ($5,700,000); Tribe Capital ($5,700,000); BitScale Capital ($700,000); Big Brain Holdings ($700,000); Mozaik Capital ($700,000)"
shuffle-2,Shuffle,SHFL,Gambling,125823114.22,0.3524,,,2500000.0,0.019869163273361554,25000000,25000000,10,"Cypher Capital ($250,000); ODA Capital ($250,000); PARC Capital ($250,000); Karatage ($250,000); UpsideDAO ($250,000)"
0x,0x Protocol,ZRX,DEX,117927122.24,0.1388,0.04801,2.89x,70000000.0,0.5935869431082965,700000000,700000000,5,"Reid Hoffman ($14,000,000); Jared Leto ($14,000,000); Pantera Capital ($14,000,000); OpenSea Ventures ($14,000,000); Coinbase Ventures ($14,000,000)"
mina-protocol,Mina Protocol,MINA,Blockchain,114616996.11,0.0905,0.25,0.36x,92000000.00000001,0.8026732781559374,920000000,920000000,12,"Naval Ravikant ($7,666,667); Circle Ventures ($7,666,667); FTX Ventures ($7,666,667); Alan Howard ($7,666,667); Finality Capital Partners ($7,666,667)"
nexpace,Nexpace,NXPC,Blockchain,112439100.86,0.496,,,100000000.0,0.8893703278943136,1000000000,1000000000,1,"Nexon ($100,000,000)"
cow-protocol,CoW Protocol,COW,DEX,110061149.6,0.2026,0.22989,0.88x,23000000.000000007,0.20897473889369594,230000000,230000000,21,"Cobie ($1,095,238); Cherry Ventures ($1,095,238); Blockchain Capital ($1,095,238); Delphi Ventures ($1,095,238); SevenX Ventures ($1,095,238)"
movement,Movement,MOVE,Infrastructure,107212000,0.0383,,,141400000.0,1.3188822146774615,34000000,1000000000,45,"CoinFund ($50,000,000); Nova Fund ($50,000,000); dao5 ($1,537,011); Polychain Capital ($1,310,345); Maven 11 Capital ($1,310,345)"
oobit,Oobit,OBT,Cryptocurrency,107200000,0.1072,,,25000000.0,0.2332089552238806,250000000,250000000,4,"Tether ($6,250,000); CMCC Global ($6,250,000); Anatoly Yakovenko ($6,250,000); 468 Capital ($6,250,000)"
humanity,Humanity,H,Infrastructure,107054500,0.05863,,,30000000.0,0.2802310972448613,1000000000,1000000000,4,"Kingsway Capital ($7,500,000); Animoca Brands ($7,500,000); Shima Capital ($7,500,000); Blockchain.com Ventures ($7,500,000)"
velo,Velo,VELO,Finance,103784943.96,0.005915,0.049242,0.12x,20000000.0,0.19270617911311153,100000000,100000000,1,"DWF Labs ($20,000,000)"
chainopera-ai,ChainOpera AI,COAI,Artificial Intelligence (AI),103544573.71,0.5292,,,16999999.999999996,0.16418050112034208,170000000,170000000,18,"IDG Capital ($944,444); Amber Group ($944,444); Acequia Capital ($944,444); Sparkle Ventures ($944,444); Road Capital ($944,444)"
safe,Safe,SAFE,Wallet,103377350.83,0.1537,,,100000000.00000001,0.967329876390875,1000000000,1000000000,33,"CMT Digital ($3,030,303); Blockchain Capital ($3,030,303); The Lao ($3,030,303); Republic Capital ($3,030,303); IOSG Ventures ($3,030,303)"
astar,Astar,ASTR,Layer-2,100438221.2,0.01217,0.54,0.02x,22000000.0,0.21904011975871193,220000000,220000000,9,"GSR Markets (GSR) ($2,444,444); Polychain Capital ($2,444,444); Animal Ventures ($2,444,444); Scytale ($2,444,444); Injective Protocol ($2,444,444)"
zignaly,ZIGChain,ZIG,Artificial Intelligence (AI),95709348.22,0.06797,0.085987,0.79x,50000000.0,0.5224150088773847,500000000,500000000,1,"Global Emerging Markets (GEM Digital Limited) ($50,000,000)"
zetachain,ZetaChain,ZETA,Blockchain,95642329.24,0.08178,,,27000000.0,0.28230178221870333,270000000,270000000,12,"CMT Digital ($2,250,000); Blockchain.com Ventures ($2,250,000); Foundation Capital ($2,250,000); Jane Street Capital ($2,250,000); Vy Capital ($2,250,000)"
sushi,SushiSwap,SUSHI,DEX,93077108.04,0.3239,,,5200000.0,0.05586765757446281,52000000,52000000,1,"GoldenTree ($5,200,000)"
alchemy-pay,Alchemy Pay,ACH,Infrastructure,91724026.82,0.00942,,,10000000.0,0.1090226884567997,400000000,400000000,1,"DWF Labs ($10,000,000)"
blur,Blur,BLUR,NFT,89374064.96,0.03385,,,10999999.999999998,0.12307821071944224,110000000,110000000,7,"eGirl Capital ($1,571,429); Paradigm ($1,571,429); Santiago Roel Santos ($1,571,429); Andy Chorlian ($1,571,429); Zeneca ($1,571,429)"
gmx,GMX,GMX,Perpetual,88666642.35,8.55,0.82071,10.42x,4000000.0,0.04511279432698627,40000000,40000000,1,"Avalanche Foundation ($4,000,000)"
vana,vana,VANA,Artificial Intelligence (AI),87600000,2.924,,,25000000.0,0.2853881278538813,20000000,50000000,3,"Paradigm ($18,000,000); Coinbase Ventures ($5,000,000); Polychain Capital ($2,000,000)"
space-id,Space ID,ID,Blockchain Service,87456013.87,0.0722,0.025,2.89x,10000000.0,0.11434319445275215,125000000,125000000,2,"Polychain Capital ($5,000,000); dao5 ($5,000,000)"
bio-protocol,BIO Protocol,BIO,DeSci,86823736.62,0.049,,,6900000.0,0.07947135505350472,69000000,69000000,8,"Mechanism Capital ($862,500); Animoca Brands ($862,500); Zee Prime Capital ($862,500); Foresight Ventures ($862,500); Mirana Ventures ($862,500)"
open-campus,Open Campus,EDU,Education,86631526.22,0.1367,0.05,2.73x,8150000.0,0.09407660646891002,31500000,50000000,8,"YZi Labs (prev Binance Labs) ($3,775,000); Animoca Brands ($625,000); Shima Capital ($625,000); Kingsway Capital ($625,000); HongShan (ex-Sequoia China) ($625,000)"
mocaverse,Moca Network,MOCA,NFT,86563963.63,0.02194,,,41888888.0,0.48390676955419354,200000000,100000000,16,"Kingsway Capital ($4,166,667); CMCC Global ($4,166,667); OKX Ventures ($4,044,444); GameFi Ventures ($2,500,000); Yat Siu ($2,500,000)"
aleo,Aleo,ALEO,Zero Knowledge,86356928.87,0.1192,,,270000000.0,3.1265586158865446,700000000,1450000000,8,"Samsung NEXT ($51,904,762); SoftBank Vision Fund ($51,904,762); Andreessen Horowitz (a16z) ($28,571,429); Slow Ventures ($28,571,429); Tiger Global Management ($28,571,429)"
numeraire,Numeraire,NMR,DeFi,85750703.46,11.19,,,30000000.0,0.34985135735934875,500000000,500000000,3,"Union Square Ventures ($10,000,000); Shine Capital ($10,000,000); Paul Tudor Jones ($10,000,000)"
drift-protocol,Drift Protocol,DRIFT,Perpetual,82756825.02,0.1983,,,48500000.0,0.5860543826841945,235000000,250000000,9,"Folius Ventures ($10,166,667); Multicoin Capital ($6,250,000); Blockchain Capital ($6,250,000); Primitive Ventures ($6,250,000); Polychain Capital ($3,916,667)"
mantra-dao,MANTRA,OM,Modular Blockchain,82686961.04,0.0723,0.078,0.93x,31000000.0,0.3749079614257885,110000000,200000000,12,"Inveniam ($20,000,000); Mapleblock Capital ($1,000,000); Hex Trust ($1,000,000); Token Bay Capital ($1,000,000); GameFi Ventures ($1,000,000)"
succinct,Succinct,PROVE,Infrastructure,80905500,0.4147,,,55000000.0,0.6798054520397253,550000000,550000000,11,"Paradigm ($5,000,000); Robot Ventures ($5,000,000); Sandeep Nailwal ($5,000,000); Elad Gil ($5,000,000); zkValidator (ZKV) ($5,000,000)"
berachain,Berachain,BERA,Blockchain,77880008.72,0.724,,,211000000.0,2.7092960500120498,420000000,1000000000,25,"Framework Ventures ($40,750,000); Brevan Howard ($40,750,000); Polychain Capital ($9,750,000); Tribe Capital ($9,750,000); Hack VC ($9,750,000)"
iotex,IoTeX,IOTX,IOT,77570287.53,0.00821,0.007013,1.17x,50000000.0,0.6445767005912244,500000000,500000000,8,"Borderless Capital ($6,250,000); Waterdrip Capital ($6,250,000); SNZ Holding ($6,250,000); Amber Group ($6,250,000); Foresight Ventures ($6,250,000)"
redstone,RedStone,RED,Oracle,76589511.25,0.2566,,,22000000.0,0.2872455985283494,70000000,150000000,35,"SevenX Ventures ($1,187,500); Arrington Capital ($750,000); Selini Capital ($750,000); Samara Asset Group ($750,000); Smokey The Bera ($750,000)"
centrifuge,Centrifuge,CFG,RWA (Real World Assets),75897023.53,0.1324,,,21999999.999999996,0.2898664397728852,30000000,150000000,21,"Strobe (Prev. BlockTower Capital) ($4,000,000); Scytale ($1,833,333); Coinbase Ventures ($1,000,000); L1 Digital ($1,000,000); Arrington Capital ($833,333)"
avantis,Avantis,AVNT,Perpetual,74957173.68,0.2903,,,12000000.0,0.1600914150155828,40000000,80000000,8,"Pantera Capital ($2,400,000); Founders Fund ($2,400,000); Symbolic Capital ($1,600,000); Flowdesk ($1,600,000); SALT ($1,600,000)"
home,HOME,HOME,DeFi,71601591.67,0.02253,,,3999999.9999999995,0.05586467991431453,100000000,100000000,6,"Mechanism Capital ($1,166,667); Selini Capital ($666,667); Northrock Capital ($666,667); Balaji Srinivasan ($500,000); Pentoshi ($500,000)"
bouncebit,BounceBit,BB,Blockchain,67497138.74,0.0727,,,6000000.0,0.08889265696301722,60000000,60000000,25,"NGC Ventures ($240,000); OKX Ventures ($240,000); DeFiance Capital ($240,000); IDG Capital ($240,000); Bixin Ventures ($240,000)"
bitget-wallet,Bitget Wallet,BWB,Wallet,67186808.11,0.4701,,,45000000.0,0.6697743391280744,100000000,300000000,10,"Bitget ($30,000,000); Gaorong Capital ($1,666,667); DHVC ($1,666,667); Bixin Ventures ($1,666,667); Foresight Ventures ($1,666,667)"
sahara-ai,Sahara AI,SAHARA,Artificial Intelligence (AI),64362000,0.03161,0.06,0.53x,43000000.0,0.6680960815387962,50000000,400000000,19,"Polychain Capital ($2,638,009); Sequoia Capital ($2,638,009); Samsung NEXT ($2,638,009); Matrix Partners ($2,638,009); Alumni Ventures ($2,638,009)"
pieverse,Pieverse,PIEVERSE,Blockchain Service,64207500,0.3657,,,7000000.0,0.10902153175252112,70000000,70000000,8,"Morningstar Ventures ($875,000); Animoca Brands ($875,000); Signum Capital ($875,000); UOB Venture Management ($875,000); Serafund ($875,000)"
irys,Irys,IRYS,Infrastructure,64160000,0.0326,,,18900000.000000007,0.29457605985037416,52000000,100000000,22,"Hypersphere Ventures ($2,540,000); CoinFund ($1,428,571); Breed ($1,428,571); WAGMI Ventures ($1,428,571); echo ($1,428,571)"
altlayer,AltLayer,ALT,Blockchain Service,64022504.11,0.01293,0.018,0.72x,21600000.0,0.3373813676967094,80000000,144000000,20,"Polychain Capital ($2,094,545); Hack VC ($1,440,000); TRGC ($1,440,000); IOSG Ventures ($1,440,000); HashKey Capital ($1,440,000)"
lagrange-labs,Lagrange,LA,Infrastructure,63844400,0.3311,,,17200000.0,0.2694049908840869,40000000,132000000,13,"CMT Digital ($2,000,000); 1kx ($2,000,000); Maven 11 Capital ($2,000,000); Fenbushi Capital ($1,200,000); Founders Fund ($1,200,000)"
yooldo,Yooldo,ESPORTS,Gaming,62374620,0.41001,,,1500000.0,0.024048242698713033,13000000,13000000,9,"Klaytn PTE ($166,667); Planetarium ($166,667); Hyperithm ($166,667); Bedrock Capital ($166,667); Vista Lab ($166,667)"
geodnet,Geodnet,GEOD,Polygon Ecosystem,62174834.81,0.1417,,,14999999.999999998,0.24125516450246276,15000000,80000000,14,"Multicoin Capital ($2,666,667); ParaFi Capital ($2,666,667); Digital Asset Capital Management (DACM) ($2,666,667); Borderless Capital ($750,000); IoTeX ($750,000)"
euler,Euler,EUL,Lending Platform,60858773.39,3.262,,,31999999.999999996,0.5258075083921766,320000000,320000000,6,"FTX Ventures ($5,333,333); Coinbase Ventures ($5,333,333); Jane Street Capital ($5,333,333); Haun Ventures ($5,333,333); Uniswap ($5,333,333)"
mask-network,Mask Network,MASK,Social,60710000,0.607,3.9,0.16x,52000000.0,0.8565310492505354,420000000,50000000,9,"DWF Labs ($10,000,000); Animoca Brands ($5,250,000); Dapper Labs ($5,250,000); SevenX Ventures ($5,250,000); Fundamental Labs ($5,250,000)"
entangle,Entangle,NTGL,Protocol,60558802.65,9.664e-05,,,3999999.999999998,0.06605150407477546,40000000,40000000,18,"NxGen ($222,222); MH Ventures ($222,222); OWL Ventures ($222,222); Big Brain Holdings ($222,222); Contango Digital Assets ($222,222)"
plume-network,Plume,PLUME,Blockchain,59110084.32,0.01877,,,29999999.99999999,0.5075276130142389,100000000,200000000,15,"SV Angel ($2,929,293); a_capital ($2,929,293); Reciprocal Ventures ($2,929,293); Haun Ventures ($2,929,293); Superscrypt ($2,929,293)"
overtake,OVERTAKE,TAKE,Sui Ecosystem,58409613.86,0.33016,,,7000000.000000001,0.11984328499034527,70000000,70000000,6,"Immutable ($1,166,667); Sui Foundation ($1,166,667); Green Whale Ventures ($1,166,667); JB Investment ($1,166,667); ItemMania ($1,166,667)"
peaq,peaq,PEAQ,Blockchain,54836911.03,0.03648,,,20999999.999999993,0.3829537369183939,60000000,150000000,24,"Fundamental Labs ($1,571,429); Moonrock Capital ($1,571,429); Animoca Brands ($1,071,429); TRGC ($1,071,429); The Spartan Group ($1,071,429)"
babylon,Babylon,BABY,Blockchain,52845082.6,0.01863,,,93300000.00000003,1.7655379726854665,180000000,53000000,21,"Polychain Capital ($7,384,615); Hack VC ($7,384,615); Paradigm ($5,384,615); HTX Ventures (previously Huobi Ventures) ($5,384,615); IOSG Ventures ($5,384,615)"
ssv-network,SSV Network,SSV,Liquid Staking Protocols,52839180.72,3.595,,,10000000.0,0.18925350211221065,100000000,100000000,6,"Digital Currency Group (DCG) ($1,666,667); OKX Ventures ($1,666,667); Amber Group ($1,666,667); LEAD ($1,666,667); Coinbase Ventures ($1,666,667)"
